ds,unique_id,y
1973-07-01,Durable Goods: Fabricated Metal Products,NA
1973-08-01,Durable Goods: Fabricated Metal Products,NA
1973-09-01,Durable Goods: Fabricated Metal Products,NA
1973-10-01,Durable Goods: Fabricated Metal Products,NA
1973-11-01,Durable Goods: Fabricated Metal Products,NA
1973-12-01,Durable Goods: Fabricated Metal Products,NA
1974-01-01,Durable Goods: Fabricated Metal Products,NA
1974-02-01,Durable Goods: Fabricated Metal Products,NA
1974-03-01,Durable Goods: Fabricated Metal Products,NA
1974-04-01,Durable Goods: Fabricated Metal Products,NA
1974-05-01,Durable Goods: Fabricated Metal Products,NA
1974-06-01,Durable Goods: Fabricated Metal Products,NA
1974-07-01,Durable Goods: Fabricated Metal Products,NA
1974-08-01,Durable Goods: Fabricated Metal Products,NA
1974-09-01,Durable Goods: Fabricated Metal Products,NA
1974-10-01,Durable Goods: Fabricated Metal Products,NA
1974-11-01,Durable Goods: Fabricated Metal Products,NA
1974-12-01,Durable Goods: Fabricated Metal Products,NA
1975-01-01,Durable Goods: Fabricated Metal Products,NA
1975-02-01,Durable Goods: Fabricated Metal Products,NA
1975-03-01,Durable Goods: Fabricated Metal Products,NA
1975-04-01,Durable Goods: Fabricated Metal Products,NA
1975-05-01,Durable Goods: Fabricated Metal Products,NA
1975-06-01,Durable Goods: Fabricated Metal Products,NA
1975-07-01,Durable Goods: Fabricated Metal Products,NA
1975-08-01,Durable Goods: Fabricated Metal Products,NA
1975-09-01,Durable Goods: Fabricated Metal Products,NA
1975-10-01,Durable Goods: Fabricated Metal Products,NA
1975-11-01,Durable Goods: Fabricated Metal Products,NA
1975-12-01,Durable Goods: Fabricated Metal Products,NA
1976-01-01,Durable Goods: Fabricated Metal Products,NA
1976-02-01,Durable Goods: Fabricated Metal Products,NA
1976-03-01,Durable Goods: Fabricated Metal Products,NA
1976-04-01,Durable Goods: Fabricated Metal Products,NA
1976-05-01,Durable Goods: Fabricated Metal Products,NA
1976-06-01,Durable Goods: Fabricated Metal Products,NA
1976-07-01,Durable Goods: Fabricated Metal Products,NA
1976-08-01,Durable Goods: Fabricated Metal Products,NA
1976-09-01,Durable Goods: Fabricated Metal Products,NA
1976-10-01,Durable Goods: Fabricated Metal Products,NA
1976-11-01,Durable Goods: Fabricated Metal Products,NA
1976-12-01,Durable Goods: Fabricated Metal Products,NA
1977-01-01,Durable Goods: Fabricated Metal Products,NA
1977-02-01,Durable Goods: Fabricated Metal Products,NA
1977-03-01,Durable Goods: Fabricated Metal Products,NA
1977-04-01,Durable Goods: Fabricated Metal Products,NA
1977-05-01,Durable Goods: Fabricated Metal Products,NA
1977-06-01,Durable Goods: Fabricated Metal Products,NA
1977-07-01,Durable Goods: Fabricated Metal Products,NA
1977-08-01,Durable Goods: Fabricated Metal Products,NA
1977-09-01,Durable Goods: Fabricated Metal Products,NA
1977-10-01,Durable Goods: Fabricated Metal Products,NA
1977-11-01,Durable Goods: Fabricated Metal Products,NA
1977-12-01,Durable Goods: Fabricated Metal Products,NA
1978-01-01,Durable Goods: Fabricated Metal Products,NA
1978-02-01,Durable Goods: Fabricated Metal Products,NA
1978-03-01,Durable Goods: Fabricated Metal Products,NA
1978-04-01,Durable Goods: Fabricated Metal Products,NA
1978-05-01,Durable Goods: Fabricated Metal Products,NA
1978-06-01,Durable Goods: Fabricated Metal Products,NA
1978-07-01,Durable Goods: Fabricated Metal Products,NA
1978-08-01,Durable Goods: Fabricated Metal Products,NA
1978-09-01,Durable Goods: Fabricated Metal Products,NA
1978-10-01,Durable Goods: Fabricated Metal Products,NA
1978-11-01,Durable Goods: Fabricated Metal Products,NA
1978-12-01,Durable Goods: Fabricated Metal Products,NA
1979-01-01,Durable Goods: Fabricated Metal Products,NA
1979-02-01,Durable Goods: Fabricated Metal Products,NA
1979-03-01,Durable Goods: Fabricated Metal Products,NA
1979-04-01,Durable Goods: Fabricated Metal Products,NA
1979-05-01,Durable Goods: Fabricated Metal Products,NA
1979-06-01,Durable Goods: Fabricated Metal Products,NA
1979-07-01,Durable Goods: Fabricated Metal Products,NA
1979-08-01,Durable Goods: Fabricated Metal Products,NA
1979-09-01,Durable Goods: Fabricated Metal Products,NA
1979-10-01,Durable Goods: Fabricated Metal Products,NA
1979-11-01,Durable Goods: Fabricated Metal Products,NA
1979-12-01,Durable Goods: Fabricated Metal Products,NA
1980-01-01,Durable Goods: Fabricated Metal Products,NA
1980-02-01,Durable Goods: Fabricated Metal Products,NA
1980-03-01,Durable Goods: Fabricated Metal Products,NA
1980-04-01,Durable Goods: Fabricated Metal Products,NA
1980-05-01,Durable Goods: Fabricated Metal Products,NA
1980-06-01,Durable Goods: Fabricated Metal Products,NA
1980-07-01,Durable Goods: Fabricated Metal Products,NA
1980-08-01,Durable Goods: Fabricated Metal Products,NA
1980-09-01,Durable Goods: Fabricated Metal Products,NA
1980-10-01,Durable Goods: Fabricated Metal Products,NA
1980-11-01,Durable Goods: Fabricated Metal Products,NA
1980-12-01,Durable Goods: Fabricated Metal Products,NA
1981-01-01,Durable Goods: Fabricated Metal Products,NA
1981-02-01,Durable Goods: Fabricated Metal Products,NA
1981-03-01,Durable Goods: Fabricated Metal Products,NA
1981-04-01,Durable Goods: Fabricated Metal Products,NA
1981-05-01,Durable Goods: Fabricated Metal Products,NA
1981-06-01,Durable Goods: Fabricated Metal Products,NA
1981-07-01,Durable Goods: Fabricated Metal Products,NA
1981-08-01,Durable Goods: Fabricated Metal Products,NA
1981-09-01,Durable Goods: Fabricated Metal Products,NA
1981-10-01,Durable Goods: Fabricated Metal Products,NA
1981-11-01,Durable Goods: Fabricated Metal Products,NA
1981-12-01,Durable Goods: Fabricated Metal Products,NA
1982-01-01,Durable Goods: Fabricated Metal Products,NA
1982-02-01,Durable Goods: Fabricated Metal Products,NA
1982-03-01,Durable Goods: Fabricated Metal Products,NA
1982-04-01,Durable Goods: Fabricated Metal Products,NA
1982-05-01,Durable Goods: Fabricated Metal Products,NA
1982-06-01,Durable Goods: Fabricated Metal Products,NA
1982-07-01,Durable Goods: Fabricated Metal Products,NA
1982-08-01,Durable Goods: Fabricated Metal Products,NA
1982-09-01,Durable Goods: Fabricated Metal Products,NA
1982-10-01,Durable Goods: Fabricated Metal Products,NA
1982-11-01,Durable Goods: Fabricated Metal Products,NA
1982-12-01,Durable Goods: Fabricated Metal Products,NA
1983-01-01,Durable Goods: Fabricated Metal Products,NA
1983-02-01,Durable Goods: Fabricated Metal Products,NA
1983-03-01,Durable Goods: Fabricated Metal Products,NA
1983-04-01,Durable Goods: Fabricated Metal Products,NA
1983-05-01,Durable Goods: Fabricated Metal Products,NA
1983-06-01,Durable Goods: Fabricated Metal Products,NA
1983-07-01,Durable Goods: Fabricated Metal Products,NA
1983-08-01,Durable Goods: Fabricated Metal Products,NA
1983-09-01,Durable Goods: Fabricated Metal Products,NA
1983-10-01,Durable Goods: Fabricated Metal Products,NA
1983-11-01,Durable Goods: Fabricated Metal Products,NA
1983-12-01,Durable Goods: Fabricated Metal Products,NA
1984-01-01,Durable Goods: Fabricated Metal Products,NA
1984-02-01,Durable Goods: Fabricated Metal Products,NA
1984-03-01,Durable Goods: Fabricated Metal Products,NA
1984-04-01,Durable Goods: Fabricated Metal Products,NA
1984-05-01,Durable Goods: Fabricated Metal Products,NA
1984-06-01,Durable Goods: Fabricated Metal Products,NA
1984-07-01,Durable Goods: Fabricated Metal Products,NA
1984-08-01,Durable Goods: Fabricated Metal Products,NA
1984-09-01,Durable Goods: Fabricated Metal Products,NA
1984-10-01,Durable Goods: Fabricated Metal Products,NA
1984-11-01,Durable Goods: Fabricated Metal Products,NA
1984-12-01,Durable Goods: Fabricated Metal Products,NA
1985-01-01,Durable Goods: Fabricated Metal Products,NA
1985-02-01,Durable Goods: Fabricated Metal Products,NA
1985-03-01,Durable Goods: Fabricated Metal Products,NA
1985-04-01,Durable Goods: Fabricated Metal Products,NA
1985-05-01,Durable Goods: Fabricated Metal Products,NA
1985-06-01,Durable Goods: Fabricated Metal Products,NA
1985-07-01,Durable Goods: Fabricated Metal Products,NA
1985-08-01,Durable Goods: Fabricated Metal Products,NA
1985-09-01,Durable Goods: Fabricated Metal Products,NA
1985-10-01,Durable Goods: Fabricated Metal Products,NA
1985-11-01,Durable Goods: Fabricated Metal Products,NA
1985-12-01,Durable Goods: Fabricated Metal Products,NA
1986-01-01,Durable Goods: Fabricated Metal Products,NA
1986-02-01,Durable Goods: Fabricated Metal Products,NA
1986-03-01,Durable Goods: Fabricated Metal Products,NA
1986-04-01,Durable Goods: Fabricated Metal Products,NA
1986-05-01,Durable Goods: Fabricated Metal Products,NA
1986-06-01,Durable Goods: Fabricated Metal Products,NA
1986-07-01,Durable Goods: Fabricated Metal Products,NA
1986-08-01,Durable Goods: Fabricated Metal Products,NA
1986-09-01,Durable Goods: Fabricated Metal Products,NA
1986-10-01,Durable Goods: Fabricated Metal Products,NA
1986-11-01,Durable Goods: Fabricated Metal Products,NA
1986-12-01,Durable Goods: Fabricated Metal Products,NA
1987-01-01,Durable Goods: Fabricated Metal Products,NA
1987-02-01,Durable Goods: Fabricated Metal Products,NA
1987-03-01,Durable Goods: Fabricated Metal Products,NA
1987-04-01,Durable Goods: Fabricated Metal Products,NA
1987-05-01,Durable Goods: Fabricated Metal Products,NA
1987-06-01,Durable Goods: Fabricated Metal Products,NA
1987-07-01,Durable Goods: Fabricated Metal Products,NA
1987-08-01,Durable Goods: Fabricated Metal Products,NA
1987-09-01,Durable Goods: Fabricated Metal Products,NA
1987-10-01,Durable Goods: Fabricated Metal Products,NA
1987-11-01,Durable Goods: Fabricated Metal Products,NA
1987-12-01,Durable Goods: Fabricated Metal Products,NA
1988-01-01,Durable Goods: Fabricated Metal Products,NA
1988-02-01,Durable Goods: Fabricated Metal Products,NA
1988-03-01,Durable Goods: Fabricated Metal Products,NA
1988-04-01,Durable Goods: Fabricated Metal Products,NA
1988-05-01,Durable Goods: Fabricated Metal Products,NA
1988-06-01,Durable Goods: Fabricated Metal Products,NA
1988-07-01,Durable Goods: Fabricated Metal Products,NA
1988-08-01,Durable Goods: Fabricated Metal Products,NA
1988-09-01,Durable Goods: Fabricated Metal Products,NA
1988-10-01,Durable Goods: Fabricated Metal Products,NA
1988-11-01,Durable Goods: Fabricated Metal Products,NA
1988-12-01,Durable Goods: Fabricated Metal Products,NA
1989-01-01,Durable Goods: Fabricated Metal Products,NA
1989-02-01,Durable Goods: Fabricated Metal Products,NA
1989-03-01,Durable Goods: Fabricated Metal Products,NA
1989-04-01,Durable Goods: Fabricated Metal Products,NA
1989-05-01,Durable Goods: Fabricated Metal Products,NA
1989-06-01,Durable Goods: Fabricated Metal Products,NA
1989-07-01,Durable Goods: Fabricated Metal Products,NA
1989-08-01,Durable Goods: Fabricated Metal Products,NA
1989-09-01,Durable Goods: Fabricated Metal Products,NA
1989-10-01,Durable Goods: Fabricated Metal Products,NA
1989-11-01,Durable Goods: Fabricated Metal Products,NA
1989-12-01,Durable Goods: Fabricated Metal Products,NA
1990-01-01,Durable Goods: Fabricated Metal Products,1614.1
1990-02-01,Durable Goods: Fabricated Metal Products,1614
1990-03-01,Durable Goods: Fabricated Metal Products,1613.8
1990-04-01,Durable Goods: Fabricated Metal Products,1614.7
1990-05-01,Durable Goods: Fabricated Metal Products,1616
1990-06-01,Durable Goods: Fabricated Metal Products,1621.5
1990-07-01,Durable Goods: Fabricated Metal Products,1603.9
1990-08-01,Durable Goods: Fabricated Metal Products,1611.5
1990-09-01,Durable Goods: Fabricated Metal Products,1611.4
1990-10-01,Durable Goods: Fabricated Metal Products,1608.2
1990-11-01,Durable Goods: Fabricated Metal Products,1598.7
1990-12-01,Durable Goods: Fabricated Metal Products,1592.6
1991-01-01,Durable Goods: Fabricated Metal Products,1578
1991-02-01,Durable Goods: Fabricated Metal Products,1558.4
1991-03-01,Durable Goods: Fabricated Metal Products,1552.4
1991-04-01,Durable Goods: Fabricated Metal Products,1544.8
1991-05-01,Durable Goods: Fabricated Metal Products,1541.3
1991-06-01,Durable Goods: Fabricated Metal Products,1546.2
1991-07-01,Durable Goods: Fabricated Metal Products,1524.7
1991-08-01,Durable Goods: Fabricated Metal Products,1534.1
1991-09-01,Durable Goods: Fabricated Metal Products,1536.4
1991-10-01,Durable Goods: Fabricated Metal Products,1533.1
1991-11-01,Durable Goods: Fabricated Metal Products,1526.7
1991-12-01,Durable Goods: Fabricated Metal Products,1519.5
1992-01-01,Durable Goods: Fabricated Metal Products,1501.5
1992-02-01,Durable Goods: Fabricated Metal Products,1492.1
1992-03-01,Durable Goods: Fabricated Metal Products,1487.9
1992-04-01,Durable Goods: Fabricated Metal Products,1491
1992-05-01,Durable Goods: Fabricated Metal Products,1496.7
1992-06-01,Durable Goods: Fabricated Metal Products,1504.7
1992-07-01,Durable Goods: Fabricated Metal Products,1489.2
1992-08-01,Durable Goods: Fabricated Metal Products,1497.6
1992-09-01,Durable Goods: Fabricated Metal Products,1504.9
1992-10-01,Durable Goods: Fabricated Metal Products,1501.2
1992-11-01,Durable Goods: Fabricated Metal Products,1499.5
1992-12-01,Durable Goods: Fabricated Metal Products,1500.2
1993-01-01,Durable Goods: Fabricated Metal Products,1493.5
1993-02-01,Durable Goods: Fabricated Metal Products,1496.9
1993-03-01,Durable Goods: Fabricated Metal Products,1500
1993-04-01,Durable Goods: Fabricated Metal Products,1500.7
1993-05-01,Durable Goods: Fabricated Metal Products,1503.2
1993-06-01,Durable Goods: Fabricated Metal Products,1511.7
1993-07-01,Durable Goods: Fabricated Metal Products,1501.4
1993-08-01,Durable Goods: Fabricated Metal Products,1508.3
1993-09-01,Durable Goods: Fabricated Metal Products,1518.5
1993-10-01,Durable Goods: Fabricated Metal Products,1522.1
1993-11-01,Durable Goods: Fabricated Metal Products,1526.8
1993-12-01,Durable Goods: Fabricated Metal Products,1530.5
1994-01-01,Durable Goods: Fabricated Metal Products,1527.8
1994-02-01,Durable Goods: Fabricated Metal Products,1531.3
1994-03-01,Durable Goods: Fabricated Metal Products,1539.7
1994-04-01,Durable Goods: Fabricated Metal Products,1545.6
1994-05-01,Durable Goods: Fabricated Metal Products,1553.7
1994-06-01,Durable Goods: Fabricated Metal Products,1571.9
1994-07-01,Durable Goods: Fabricated Metal Products,1564.8
1994-08-01,Durable Goods: Fabricated Metal Products,1575.2
1994-09-01,Durable Goods: Fabricated Metal Products,1581.3
1994-10-01,Durable Goods: Fabricated Metal Products,1589.7
1994-11-01,Durable Goods: Fabricated Metal Products,1598.3
1994-12-01,Durable Goods: Fabricated Metal Products,1604.2
1995-01-01,Durable Goods: Fabricated Metal Products,1603.6
1995-02-01,Durable Goods: Fabricated Metal Products,1611.1
1995-03-01,Durable Goods: Fabricated Metal Products,1616.8
1995-04-01,Durable Goods: Fabricated Metal Products,1621.5
1995-05-01,Durable Goods: Fabricated Metal Products,1624.5
1995-06-01,Durable Goods: Fabricated Metal Products,1631.8
1995-07-01,Durable Goods: Fabricated Metal Products,1616.8
1995-08-01,Durable Goods: Fabricated Metal Products,1625.5
1995-09-01,Durable Goods: Fabricated Metal Products,1627.2
1995-10-01,Durable Goods: Fabricated Metal Products,1631.2
1995-11-01,Durable Goods: Fabricated Metal Products,1633.8
1995-12-01,Durable Goods: Fabricated Metal Products,1637.1
1996-01-01,Durable Goods: Fabricated Metal Products,1633
1996-02-01,Durable Goods: Fabricated Metal Products,1633.3
1996-03-01,Durable Goods: Fabricated Metal Products,1635.1
1996-04-01,Durable Goods: Fabricated Metal Products,1634.7
1996-05-01,Durable Goods: Fabricated Metal Products,1638.6
1996-06-01,Durable Goods: Fabricated Metal Products,1653.3
1996-07-01,Durable Goods: Fabricated Metal Products,1640.7
1996-08-01,Durable Goods: Fabricated Metal Products,1652.6
1996-09-01,Durable Goods: Fabricated Metal Products,1655.3
1996-10-01,Durable Goods: Fabricated Metal Products,1661.5
1996-11-01,Durable Goods: Fabricated Metal Products,1663.8
1996-12-01,Durable Goods: Fabricated Metal Products,1668.1
1997-01-01,Durable Goods: Fabricated Metal Products,1663.3
1997-02-01,Durable Goods: Fabricated Metal Products,1668.9
1997-03-01,Durable Goods: Fabricated Metal Products,1674.6
1997-04-01,Durable Goods: Fabricated Metal Products,1679.8
1997-05-01,Durable Goods: Fabricated Metal Products,1686.6
1997-06-01,Durable Goods: Fabricated Metal Products,1700.4
1997-07-01,Durable Goods: Fabricated Metal Products,1687.2
1997-08-01,Durable Goods: Fabricated Metal Products,1704.8
1997-09-01,Durable Goods: Fabricated Metal Products,1709.8
1997-10-01,Durable Goods: Fabricated Metal Products,1716.1
1997-11-01,Durable Goods: Fabricated Metal Products,1726.2
1997-12-01,Durable Goods: Fabricated Metal Products,1732.3
1998-01-01,Durable Goods: Fabricated Metal Products,1731.3
1998-02-01,Durable Goods: Fabricated Metal Products,1736.8
1998-03-01,Durable Goods: Fabricated Metal Products,1740.9
1998-04-01,Durable Goods: Fabricated Metal Products,1741.9
1998-05-01,Durable Goods: Fabricated Metal Products,1743.7
1998-06-01,Durable Goods: Fabricated Metal Products,1753
1998-07-01,Durable Goods: Fabricated Metal Products,1730.9
1998-08-01,Durable Goods: Fabricated Metal Products,1741.4
1998-09-01,Durable Goods: Fabricated Metal Products,1741.1
1998-10-01,Durable Goods: Fabricated Metal Products,1739
1998-11-01,Durable Goods: Fabricated Metal Products,1737.3
1998-12-01,Durable Goods: Fabricated Metal Products,1736.1
1999-01-01,Durable Goods: Fabricated Metal Products,1731.1
1999-02-01,Durable Goods: Fabricated Metal Products,1729.5
1999-03-01,Durable Goods: Fabricated Metal Products,1727.9
1999-04-01,Durable Goods: Fabricated Metal Products,1728
1999-05-01,Durable Goods: Fabricated Metal Products,1726.8
1999-06-01,Durable Goods: Fabricated Metal Products,1731.8
1999-07-01,Durable Goods: Fabricated Metal Products,1724.8
1999-08-01,Durable Goods: Fabricated Metal Products,1726.2
1999-09-01,Durable Goods: Fabricated Metal Products,1724.1
